# Fake RT CL GaAs spectrum  
# Energy (eV)  -  Normalised CL
1.311288	0.004807
1.312027	0.004917
1.312766	0.004954
1.313507	0.005197
1.314248	0.005038
1.314990	0.005272
1.315733	0.005545
1.316477	0.005753
1.317221	0.005924
1.317967	0.006138
1.318713	0.006378
1.319460	0.006441
1.320208	0.006592
1.320957	0.006799
1.321707	0.006940
1.322458	0.007306
1.323209	0.007568
1.323961	0.007443
1.324715	0.007670
1.325469	0.007836
1.326224	0.008272
1.326979	0.008232
1.327736	0.008580
1.328493	0.008999
1.329252	0.009322
1.330011	0.009700
1.330771	0.010151
1.331532	0.010445
1.332294	0.010719
1.333057	0.011011
1.333820	0.011360
1.334585	0.011896
1.335350	0.011972
1.336116	0.012450
1.336883	0.012902
1.337651	0.013387
1.338420	0.013921
1.339190	0.014474
1.339961	0.015065
1.340732	0.015657
1.341505	0.016237
1.342278	0.016790
1.343052	0.017547
1.343827	0.018281
1.344603	0.018957
1.345380	0.019662
1.346158	0.020563
1.346937	0.021378
1.347717	0.021931
1.348497	0.022939
1.349279	0.023998
1.350061	0.024796
1.350844	0.026021
1.351628	0.027100
1.352414	0.028420
1.353200	0.029565
1.353987	0.030628
1.354774	0.032042
1.355563	0.033695
1.356353	0.035262
1.357144	0.036758
1.357935	0.038254
1.358728	0.040031
1.359521	0.042163
1.360315	0.044319
1.361111	0.046552
1.361907	0.048598
1.362704	0.050976
1.363502	0.053428
1.364301	0.056184
1.365101	0.059033
1.365902	0.061939
1.366704	0.065169
1.367507	0.068639
1.368310	0.072269
1.369115	0.075948
1.369921	0.079805
1.370727	0.084018
1.371535	0.088668
1.372343	0.093197
1.373153	0.098029
1.373963	0.103060
1.374774	0.108892
1.375587	0.114624
1.376400	0.120703
1.377214	0.126992
1.378030	0.134205
1.378846	0.141441
1.379663	0.149215
1.380481	0.157078
1.381300	0.165759
1.382120	0.175078
1.382941	0.184740
1.383763	0.194807
1.384587	0.205129
1.385411	0.216456
1.386236	0.228549
1.387062	0.240952
1.387889	0.253767
1.388716	0.267556
1.389545	0.282327
1.390375	0.297605
1.391206	0.313090
1.392038	0.329624
1.392871	0.347285
1.393705	0.365325
1.394540	0.383573
1.395376	0.402294
1.396213	0.422312
1.397051	0.442998
1.397890	0.464109
1.398730	0.485482
1.399571	0.507763
1.400413	0.530971
1.401256	0.554382
1.402100	0.577120
1.402945	0.600105
1.403791	0.623938
1.404638	0.648108
1.405487	0.671681
1.406336	0.695021
1.407186	0.718880
1.408037	0.742474
1.408890	0.765000
1.409743	0.786750
1.410597	0.807988
1.411453	0.829308
1.412309	0.849076
1.413167	0.866936
1.414025	0.884427
1.414885	0.901872
1.415745	0.918376
1.416607	0.932279
1.417470	0.944827
1.418333	0.956894
1.419198	0.968551
1.420064	0.977883
1.420931	0.985021
1.421799	0.991521
1.422668	0.996638
1.423538	0.999514
1.424410	1.000000
1.425282	0.999532
1.426155	0.998145
1.427030	0.994117
1.427905	0.987099
1.428782	0.978501
1.429660	0.969211
1.430538	0.957462
1.431418	0.943511
1.432299	0.927868
1.433181	0.911952
1.434064	0.895227
1.434948	0.876863
1.435834	0.858025
1.436720	0.839028
1.437608	0.818960
1.438496	0.798661
1.439386	0.778472
1.440277	0.758633
1.441169	0.738422
1.442062	0.717746
1.442956	0.697468
1.443851	0.678256
1.444747	0.658827
1.445645	0.639324
1.446543	0.620122
1.447443	0.601941
1.448344	0.584219
1.449246	0.566528
1.450149	0.549237
1.451053	0.532904
1.451959	0.517111
1.452865	0.501076
1.453773	0.485764
1.454682	0.471061
1.455591	0.456818
1.456502	0.442483
1.457415	0.428604
1.458328	0.415407
1.459243	0.402782
1.460158	0.390187
1.461075	0.378142
1.461993	0.366734
1.462912	0.355387
1.463832	0.344244
1.464754	0.333374
1.465676	0.323129
1.466600	0.313143
1.467525	0.303461
1.468451	0.293961
1.469378	0.284979
1.470307	0.276187
1.471237	0.267493
1.472167	0.259118
1.473099	0.251222
1.474033	0.243353
1.474967	0.235557
1.475902	0.228238
1.476839	0.221098
1.477777	0.214260
1.478716	0.207364
1.479657	0.200849
1.480598	0.194656
1.481541	0.188585
1.482485	0.182775
1.483430	0.177024
1.484376	0.171523
1.485324	0.166396
1.486273	0.161275
1.487223	0.156409
1.488174	0.151734
1.489126	0.147137
1.490080	0.142737
1.491035	0.138504
1.491991	0.134330
1.492949	0.130388
1.493907	0.126443
1.494867	0.122589
1.495828	0.118906
1.496790	0.115378
1.497754	0.111904
1.498719	0.108637
1.499685	0.105308
1.500652	0.102137
1.501621	0.099152
1.502590	0.096228
1.503561	0.093252
1.504534	0.090406
1.505507	0.087766
1.506482	0.085168
1.507458	0.082677
1.508436	0.080265
1.509414	0.077796
1.510394	0.075619
1.511376	0.073391
1.512358	0.071137
1.513342	0.069140
1.514327	0.067075
1.515313	0.065153
1.516301	0.063233
1.517290	0.061328
1.518280	0.059432
1.519272	0.057613
1.520264	0.055918
1.521259	0.054308
1.522254	0.052727
1.523251	0.051227
1.524249	0.049863
1.525248	0.048313
1.526249	0.046890
1.527251	0.045610
1.528254	0.044217
1.529259	0.042950
1.530265	0.041768
1.531272	0.040567
1.532281	0.039452
1.533291	0.038330
1.534302	0.037301
1.535315	0.036406
1.536329	0.035513
1.537344	0.034600
1.538361	0.033586
1.539379	0.032480
1.540398	0.031401
1.541419	0.030575
1.542441	0.029797
1.543464	0.028906
1.544489	0.028017
1.545515	0.027320
1.546543	0.026612
1.547572	0.025887
1.548602	0.025266
1.549634	0.024519
1.550667	0.023893
1.551701	0.023216
1.552737	0.022601
1.553774	0.022012
1.554813	0.021378
1.555853	0.020819
1.556894	0.020273
1.557937	0.019765
1.558981	0.019297
1.560027	0.018833
1.561074	0.018335
1.562122	0.017811
1.563172	0.017285
1.564223	0.016998
1.565276	0.016491
1.566330	0.016052
1.567385	0.015691
1.568442	0.015314
1.569501	0.014861
1.570561	0.014597
1.571622	0.014158
1.572684	0.013833
1.573749	0.013512
1.574814	0.013259
1.575881	0.013085
1.576950	0.012883
1.578020	0.012423
1.579091	0.012148
1.580164	0.011803
1.581238	0.011556
1.582314	0.011259
1.583391	0.010987
1.584470	0.010632
1.585550	0.010316
1.586632	0.010044
1.587715	0.009877
1.588799	0.009673
1.589886	0.009501
1.590973	0.009256
1.592062	0.008952
1.593153	0.008779
1.594245	0.008672
1.595339	0.008517
1.596434	0.008238
1.597530	0.008109
1.598629	0.008024
1.599728	0.007856
1.600829	0.007713
1.601932	0.007496
1.603036	0.007331
1.604142	0.007239
1.605249	0.007138
1.606358	0.007020
1.607468	0.006907
1.608580	0.006777
1.609694	0.006601
1.610809	0.006555
1.611925	0.006421
1.613043	0.006287
1.614163	0.006159
1.615284	0.006055
1.616407	0.005926
1.617531	0.005812
1.618657	0.005761
1.619785	0.005671
1.620914	0.005508
1.622044	0.005384
1.623176	0.005244
1.624310	0.005241
1.625446	0.005142
1.626583	0.005074
1.627721	0.005005
1.628861	0.004962
1.630003	0.004784
1.631147	0.004704
1.632292	0.004608
1.633438	0.004630
1.634586	0.004598
1.635736	0.004516
1.636888	0.004408
1.638041	0.004344
1.639196	0.004315
1.640352	0.004271
1.641510	0.004187
1.642670	0.004038
1.643831	0.004033
1.644994	0.003988
1.646158	0.003986
1.647325	0.003966
1.648493	0.004011
1.649662	0.003995
1.650833	0.003987
1.652006	0.003857
1.653181	0.003722
1.654357	0.003770
1.655535	0.003702
1.656715	0.003493
1.657896	0.003438
1.659079	0.003396
1.660264	0.003401
1.661450	0.003332
1.662638	0.003368
1.663828	0.003363
1.665019	0.003251
1.666213	0.003184
1.667408	0.003119
1.668604	0.003019
1.669803	0.003021
1.671003	0.002961
1.672205	0.002902
1.673408	0.002908
1.674613	0.002912
1.675820	0.002848
1.677029	0.002799
1.678240	0.002746
1.679452	0.002688
1.680666	0.002631
1.681882	0.002614
1.683100	0.002577
1.684319	0.002574
1.685540	0.002538
1.686763	0.002544
1.687988	0.002508
1.689214	0.002532
1.690442	0.002467
1.691672	0.002421
1.692904	0.002364
1.694138	0.002299
1.695373	0.002323
1.696611	0.002280
1.697850	0.002176
1.699091	0.002196
1.700333	0.002183
1.701578	0.002163
1.702824	0.002162
1.704072	0.002107
